# Weather station Philadelphia (airport), USA, WMO_ID=72408,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72408&lang=en
#
"Local time in Philadelfia (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.02.2019 01:00";"0.0";"770.2";"772.0";"";"40";"Wind blowing from the north-west";"8";"";"";"70 – 80%.";" ";"";"";"0.0";"6.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"08.02.2019 19:00";"6.1";"764.9";"766.6";"";"35";"Wind blowing from the north-west";"8";"13";"";"50%.";" ";"";"";"5.0";"12.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"08.02.2019 13:00";"11.1";"759.8";"761.3";"";"57";"Wind blowing from the west";"9";"13";"";"70 – 80%.";" ";"";"";"5.6";"11.1";"";"";"1500-2000";"";"";"16.0";"2.8";"1.0";"6";"";"";"";"";
"08.02.2019 07:00";"5.6";"759.1";"760.7";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";"Mist. ";"";"";"5.0";"8.9";"";"";"200-300";"";"";"6.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"08.02.2019 01:00";"5.0";"760.3";"761.9";"";"96";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"5.0";"6.7";"";"";"100-200";"";"";"16.0";"4.4";"";"";"";"";"";"";
"07.02.2019 19:00";"6.7";"762.6";"764.3";"";"89";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"";"";"5.0";"8.9";"";"";"200-300";"";"";"9.0";"5.0";"";"";"";"";"";"";
"07.02.2019 13:00";"8.3";"762.1";"763.8";"";"80";"";"2";"";"";"100%.";" ";"";"";"5.0";"8.3";"";"";"300-600";"";"";"12.0";"5.0";"";"";"";"";"";"";
"07.02.2019 07:00";"5.6";"761.1";"762.8";"";"92";"Wind blowing from the north-east";"4";"";"";"100%.";"Mist. ";"";"";"5.0";"";"";"";"100-200";"";"";"8.0";"4.4";"0.5";"6";"";"";"";"";
"07.02.2019 01:00";"5.6";"760.9";"762.4";"";"96";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"2.8";"7.8";"";"";"100-200";"";"";"6.0";"5.0";"8.0";"6";"";"";"";"";
"06.02.2019 19:00";"6.1";"762.4";"763.9";"";"86";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.8";"12.2";"";"";"300-600";"";"";"11.0";"3.9";"0.5";"6";"";"";"";"";
"06.02.2019 13:00";"10.6";"764.4";"766.0";"";"48";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"1.7";"10.6";"";"";"1500-2000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"06.02.2019 07:00";"2.8";"765.7";"767.2";"";"82";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"2.8";"19.4";"";"";"2000-2500";"";"";"16.0";"0.0";"";"";"";"";"";"";
"06.02.2019 01:00";"7.8";"763.6";"765.3";"";"73";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"0.0";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"05.02.2019 19:00";"16.1";"761.1";"762.7";"";"58";"Wind blowing from the west-northwest";"3";"";"";"70 – 80%.";" ";"";"";"0.0";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"05.02.2019 13:00";"16.7";"759.3";"760.9";"";"48";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"1.7";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"05.02.2019 07:00";"3.3";"759.6";"761.2";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"0.0";"15.6";"";"";"2500 or more, or no clouds.";"";"";"12.0";"1.1";"Trace of precipitation";"6";"";"";"";"";
"05.02.2019 01:00";"3.3";"760.1";"761.8";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-2.7";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"04.02.2019 19:00";"10.0";"760.6";"762.2";"";"61";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"-2.7";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"04.02.2019 13:00";"12.8";"762.1";"763.8";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-2.2";"12.8";"";"";"2500 or more, or no clouds.";"";"";"12.0";"3.9";"";"";"";"";"";"";
"04.02.2019 07:00";"-1.7";"763.1";"764.8";"";"96";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"";"";"-2.8";"10.6";"";"";"100-200";"";"";"6.0";"-2.2";"";"";"";"";"";"";
"04.02.2019 01:00";"-1.1";"763.6";"765.2";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-5.6";"5.6";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-2.2";"";"";"";"";"";"";
"03.02.2019 19:00";"6.1";"763.9";"765.4";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-5.5";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.0";"";"";"";"";"";"";
"03.02.2019 13:00";"7.8";"764.6";"766.3";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-4.4";"8.9";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-1.1";"";"";"";"";"";"";
"03.02.2019 07:00";"-3.9";"765.1";"766.7";"";"92";"Wind blowing from the south-southwest";"2";"";"";"50%.";"Mist. ";"";"";"-5.6";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"8.0";"-5.0";"";"";"";"";"";"";
"03.02.2019 01:00";"-3.3";"764.6";"766.3";"";"84";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"";"-1.7";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-5.6";"";"";"";"";"";"";
"02.02.2019 19:00";"-1.7";"765.1";"766.8";"";"75";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"-11.7";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"02.02.2019 13:00";"-3.9";"767.9";"769.5";"";"69";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"-10.6";"-3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"02.02.2019 07:00";"-10.0";"770.2";"771.7";"";"77";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"-11.7";"-7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"02.02.2019 01:00";"-10.6";"771.5";"773.1";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-11.1";"-7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"Trace of precipitation";"6";"";"";"";"";
"01.02.2019 19:00";"-8.3";"770.8";"772.4";"";"77";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-11.1";"-7.8";"";"";"1000-1500";"";"";"12.0";"-11.7";"0.8";"6";"";"";"";"";
"01.02.2019 13:00";"-8.9";"771.0";"772.6";"";"74";"";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-10.0";"-7.8";"";"";"300-600";"";"";"4.0";"-12.8";"0.8";"6";"";"";"";"";
"01.02.2019 07:00";"-9.4";"772.5";"774.1";"";"38";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"-11.1";"-7.8";"";"";"2000-2500";"";"";"16.0";"-21.1";"";"";"";"";"";"";
"01.02.2019 01:00";"-10.0";"772.0";"773.6";"";"44";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"-8.9";"";"";"";"";"";"16.0";"-20.0";"";"";"";"";"";"";
"31.01.2019 19:00";"-8.9";"771.2";"772.9";"";"30";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"-14.4";"-7.8";"";"";"";"";"";"16.0";"-23.3";"";"";"";"";"";"";
"31.01.2019 13:00";"-9.4";"771.2";"772.9";"";"30";"Wind blowing from the west-northwest";"6";"8";"";"20–30%.";" ";"";"";"-14.4";"-8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-23.9";"";"";"";"";"";"";
"31.01.2019 07:00";"-14.4";"771.7";"773.4";"";"40";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"-15.0";"";"";"";"";"";"";"16.0";"-25.0";"";"";"";"";"";"";
"31.01.2019 01:00";"-13.9";"768.7";"770.4";"";"37";"Wind blowing from the west-northwest";"6";"9";"";"no clouds";" ";"";"";"-13.9";"-3.3";"";"";"";"";"";"16.0";"-25.6";"";"";"";"";"";"";
"30.01.2019 19:00";"-10.6";"765.4";"766.9";"";"33";"Wind blowing from the west-northwest";"8";"14";"";"no clouds";" ";"";"";"-10.6";"1.7";"";"";"";"";"";"16.0";"-23.9";"Trace of precipitation";"6";"";"";"";"";
"30.01.2019 13:00";"0.6";"756.3";"757.9";"";"42";"Wind blowing from the south-southwest";"9";"13";"";"20–30%.";" ";"";"";"-6.7";"0.6";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"30.01.2019 07:00";"-6.7";"760.3";"761.8";"";"45";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"-6.7";"6.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.7";"";"";"";"";"";"";
"30.01.2019 01:00";"-3.3";"759.3";"760.9";"";"51";"Wind blowing from the west-northwest";"9";"";"";"20–30%.";" ";"";"";"-5.0";"3.3";"";"";"600-1000";"";"";"16.0";"-12.2";"1.0";"6";"";"";"";"";
"29.01.2019 19:00";"2.8";"756.3";"758.0";"";"86";"Wind blowing from the west-northwest";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-4.9";"6.1";"";"";"600-1000";"";"";"12.0";"0.6";"3.0";"6";"";"";"";"";
"29.01.2019 13:00";"4.4";"756.8";"758.5";"";"70";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"-2.2";"5.0";"";"";"600-1000";"";"";"16.0";"-0.6";"Trace of precipitation";"6";"";"";"";"";
"29.01.2019 07:00";"-1.7";"760.1";"761.7";"";"63";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"-5.0";"2.8";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"29.01.2019 01:00";"-3.9";"761.6";"763.3";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-4.4";"2.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"28.01.2019 19:00";"-1.7";"761.4";"763.0";"";"45";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"-2.2";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"28.01.2019 13:00";"0.6";"762.9";"764.5";"";"36";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"-2.8";"2.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"28.01.2019 07:00";"-2.2";"762.1";"763.7";"";"43";"Wind blowing from the north";"6";"";"";"70 – 80%.";" ";"";"";"-2.2";"8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"28.01.2019 01:00";"2.2";"761.6";"763.2";"";"55";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"-3.2";"6.7";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"27.01.2019 19:00";"6.1";"759.8";"761.3";"";"49";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"-3.2";"8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"27.01.2019 13:00";"7.8";"760.3";"762.0";"";"42";"Wind blowing from the south-southwest";"6";"11";"";"100%.";" ";"";"";"-2.2";"7.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"27.01.2019 07:00";"-1.1";"763.1";"764.8";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-3.3";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"27.01.2019 01:00";"-1.7";"765.4";"766.9";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-5.6";"1.1";"";"";"2000-2500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"26.01.2019 19:00";"0.6";"766.4";"767.9";"";"49";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"-5.5";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"26.01.2019 13:00";"1.7";"766.7";"768.3";"";"34";"";"2";"";"";"70 – 80%.";" ";"";"";"-5.6";"1.7";"";"";"2000-2500";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"26.01.2019 07:00";"-5.6";"767.2";"768.8";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-5.6";"4.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"26.01.2019 01:00";"-2.8";"766.4";"768.1";"";"34";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"-3.3";"1.1";"";"";"";"";"";"16.0";"-16.7";"";"";"";"";"";"";
"25.01.2019 19:00";"1.1";"764.2";"765.7";"";"29";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"0.0";"4.4";"";"";"";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"25.01.2019 13:00";"4.4";"761.1";"762.7";"";"40";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"0.0";"4.4";"";"";"1500-2000";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"25.01.2019 07:00";"0.6";"759.8";"761.5";"";"70";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"0.0";"";"";"";"1000-1500";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"25.01.2019 01:00";"1.1";"757.3";"759.0";"";"59";"Wind blowing from the west";"5";"9";"";"70 – 80%.";" ";"";"";"1.1";"13.3";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"24.01.2019 19:00";"5.0";"752.2";"753.7";"";"65";"Wind blowing from the west";"9";"15";"";"100%.";" ";"";"";"5.0";"15.6";"";"";"600-1000";"";"";"16.0";"-1.1";"7.0";"6";"";"";"";"";
"24.01.2019 13:00";"15.0";"742.6";"744.2";"";"93";"Wind blowing from the south";"7";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"5.6";"15.6";"";"";"300-600";"";"";"6.0";"13.9";"19.0";"6";"";"";"";"";
"24.01.2019 07:00";"12.8";"750.4";"752.1";"";"93";"Wind blowing from the south";"6";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.0";"12.8";"";"";"300-600";"";"";"11.0";"11.7";"6.0";"6";"";"";"";"";
"24.01.2019 01:00";"11.7";"757.3";"758.8";"";"83";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"-2.1";"12.2";"";"";"600-1000";"";"";"16.0";"8.9";"0.5";"6";"";"";"";"";
"23.01.2019 19:00";"7.8";"761.1";"762.6";"";"68";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"-2.1";"8.9";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"23.01.2019 13:00";"5.6";"765.9";"767.5";"";"47";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"-2.7";"5.6";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"23.01.2019 07:00";"-0.6";"769.9";"771.6";"";"64";"Wind blowing from the south";"4";"9";"";"100%.";" ";"";"";"-2.2";"0.0";"";"";"1000-1500";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"23.01.2019 01:00";"-2.2";"774.1";"775.7";"";"56";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"22.01.2019 19:00";"-2.2";"776.1";"777.8";"";"41";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"-10.6";"0.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"22.01.2019 13:00";"-1.7";"777.4";"778.9";"";"30";"";"2";"";"";"50%.";" ";"";"";"-10.6";"-1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-17.2";"";"";"";"";"";"";
"22.01.2019 07:00";"-10.6";"777.1";"778.8";"";"56";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-10.6";"-7.2";"";"";"";"";"";"16.0";"-17.8";"";"";"";"";"";"";
"22.01.2019 01:00";"-9.4";"773.5";"775.2";"";"42";"Wind blowing from the north-west";"6";"";"";"no clouds";" ";"";"";"-12.2";"-7.8";"";"";"";"";"";"16.0";"-20.0";"";"";"";"";"";"";
"21.01.2019 19:00";"-7.8";"770.2";"771.8";"";"31";"Wind blowing from the west-northwest";"6";"11";"";"no clouds";" ";"";"";"-12.2";"-7.2";"";"";"";"";"";"16.0";"-22.2";"";"";"";"";"";"";
"21.01.2019 13:00";"-8.9";"766.2";"767.8";"";"32";"Wind blowing from the north-west";"12";"16";"";"20–30%.";" ";"";"";"-12.2";"-8.3";"";"";"1500-2000";"";"";"16.0";"-22.8";"";"";"";"";"";"";
"21.01.2019 07:00";"-12.2";"762.4";"763.9";"";"41";"Wind blowing from the west-northwest";"11";"15";"";"20–30%.";" ";"";"";"-12.2";"";"";"";"1000-1500";"";"";"16.0";"-22.8";"";"";"";"";"";"";
"21.01.2019 01:00";"-8.9";"758.5";"760.3";"";"45";"Wind blowing from the west-northwest";"12";"16";"";"20–30%.";" ";"";"";"-8.9";"6.1";"";"";"1000-1500";"";"";"16.0";"-18.9";"";"";"";"";"";"";
"20.01.2019 19:00";"-4.4";"753.5";"755.0";"";"50";"Wind blowing from the north-west";"11";"19";"";"20–30%.";" ";"";"";"-4.4";"10.0";"";"";"600-1000";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"20.01.2019 13:00";"4.4";"744.9";"746.5";"";"70";"Wind blowing from the north-west";"9";"17";"";"70 – 80%.";" ";"";"";"2.2";"";"";"";"300-600";"";"";"16.0";"-0.6";"3.0";"6";"";"";"";"";
"20.01.2019 07:00";"6.1";"742.3";"744.0";"";"97";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"2.2";"6.1";"";"";"50-100";"";"";"1.6";"5.6";"11.0";"6";"";"";"";"";
"20.01.2019 01:00";"4.4";"752.8";"754.3";"";"93";"Wind blowing from the north-east";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"0.0";"4.4";"";"";"200-300";"";"";"6.0";"3.3";"21.0";"6";"";"";"";"";
"19.01.2019 19:00";"2.8";"760.3";"761.8";"";"79";"Wind blowing from the east-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"0.0";"2.8";"";"";"600-1000";"";"";"16.0";"-0.6";"Trace of precipitation";"6";"";"";"";"";
"19.01.2019 13:00";"2.8";"765.1";"766.6";"";"54";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"0.6";"2.8";"";"";"1000-1500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"19.01.2019 07:00";"0.6";"765.9";"767.5";"";"82";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"0.0";"3.3";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"19.01.2019 01:00";"1.7";"765.7";"767.2";"";"82";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"2.8";"";"";"1500-2000";"";"";"11.0";"-1.1";"";"";"";"";"";"";
"18.01.2019 19:00";"2.2";"763.9";"765.4";"";"79";"Wind blowing from the west-northwest";"3";"";"";"70 – 80%.";" ";"";"";"-1.6";"3.3";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-1.1";"";"";"";"";"";"";
"18.01.2019 13:00";"1.7";"762.4";"764.0";"";"89";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"-1.1";"1.7";"";"";"100-200";"";"";"4.0";"0.0";"0.3";"6";"";"";"";"";
"18.01.2019 07:00";"-1.1";"763.1";"764.7";"";"92";"Wind blowing from the north-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-1.7";"1.7";"";"";"200-300";"";"";"6.0";"-2.2";"0.8";"6";"";"";"";"";
"18.01.2019 04:00";"-1.7";"765.1";"766.9";"";"92";"Wind blowing from the north-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"1.7";"";"";"600-1000";"";"";"3.2";"-2.8";"0.5";"6";"";"";"";"";
"18.01.2019 01:00";"-1.7";"765.1";"766.9";"";"92";"Wind blowing from the north-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-2.8";"1.7";"";"";"600-1000";"";"";"3.2";"-2.8";"0.5";"6";"";"";"";"";
"17.01.2019 22:00";"0.0";"768.2";"769.7";"";"47";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"1.1";"";"";"1000-1500";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"17.01.2019 19:00";"0.0";"768.2";"769.7";"-1.3";"47";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"-2.8";"1.1";"";"";"1000-1500";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"17.01.2019 16:00";"0.6";"769.5";"771.1";"";"30";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"-3.3";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"17.01.2019 13:00";"0.6";"769.5";"771.1";"";"30";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"-3.3";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"17.01.2019 07:00";"-2.8";"769.9";"771.4";"";"61";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"-2.8";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"17.01.2019 01:00";"1.1";"767.7";"769.3";"";"64";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"-3.8";"3.9";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"16.01.2019 19:00";"3.9";"765.4";"767.0";"";"48";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"-3.8";"3.9";"";"";"1000-1500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"16.01.2019 13:00";"2.8";"763.1";"764.7";"";"65";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"-2.8";"2.8";"";"";"1000-1500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.01.2019 07:00";"-2.8";"763.1";"764.8";"";"81";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"-3.9";"3.3";"";"";"600-1000";"";"";"12.0";"-5.6";"";"";"";"";"";"";
"16.01.2019 01:00";"-1.7";"763.4";"765.0";"-1.5";"75";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"-5.0";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"15.01.2019 22:00";"0.6";"764.9";"766.4";"";"52";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"-4.9";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"15.01.2019 19:00";"0.6";"764.9";"766.4";"0.5";"52";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"-4.9";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"15.01.2019 16:00";"2.8";"764.4";"765.9";"";"41";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"-4.4";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"15.01.2019 13:00";"2.8";"764.4";"765.9";"0.0";"41";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"-4.4";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"15.01.2019 10:00";"-3.9";"764.4";"766.1";"";"60";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"-5.0";"1.7";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"15.01.2019 07:00";"-3.9";"764.4";"766.1";"";"60";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"-5.0";"1.7";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"15.01.2019 04:00";"-3.3";"764.4";"766.0";"";"57";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"-5.6";"0.0";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"15.01.2019 01:00";"-3.3";"764.4";"766.0";"";"57";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"-5.6";"0.0";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"14.01.2019 22:00";"0.0";"765.1";"766.7";"";"43";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"-5.6";"1.7";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 19:00";"0.0";"765.1";"766.7";"";"43";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"-5.6";"1.7";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 13:00";"0.0";"766.4";"768.1";"";"54";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"-6.1";"0.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"14.01.2019 10:00";"-5.6";"767.5";"769.0";"";"60";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-5.6";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"14.01.2019 07:00";"-5.6";"767.5";"769.0";"";"60";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-5.6";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"14.01.2019 04:00";"-2.2";"766.9";"768.4";"";"56";"Wind blowing from the north-east";"7";"";"";"100%.";" ";"";"";"-2.8";"-1.1";"";"";"600-1000";"";"";"16.0";"-10.0";"";"";"";"";"";"";
